,TIMESTAMP_MS,COUNTER,DEVICE_ID,PULSE_BPM,SPO2_PCT,SPO2_STATUS,PLETH,BATTERY_PCT,RED_ADC,IR_ADC,PERFUSION_INDEX
210001,2100890,210098,4,87,99.9,0,51399,94.2,158005,166359,0.6
210002,2100900,210099,4,87,99.9,0,50011,94.2,158023,166381,0.6
210003,2100910,210100,4,87,99.9,0,48555,94.2,158035,166386,0.6
210004,2100920,210101,4,87,99.9,0,47298,94.2,158071,166444,0.6
210005,2100930,210102,4,87,99.9,0,46175,94.2,158099,166498,0.6
210006,2100940,210103,4,87,99.9,0,45049,94.2,158100,166513,0.6
210007,2100950,210104,4,87,99.9,0,43989,94.2,158109,166577,0.6
210008,2100960,210105,4,87,99.9,0,43062,94.2,158127,166589,0.6
210009,2100970,210106,4,87,99.9,0,42132,94.2,158151,166619,0.6
210010,2100980,210107,4,87,99.9,0,41134,94.2,158159,166659,0.6
210011,2100990,210108,4,87,99.9,0,40200,94.2,158174,166706,0.6
210012,2101000,210109,4,87,99.9,0,39197,94.2,158215,166741,0.6
210013,2101010,210110,4,87,99.9,0,38190,94.2,158204,166751,0.6
210014,2101020,210111,4,87,99.9,0,37181,94.2,158229,166783,0.6
210015,2101030,210112,4,87,99.9,0,36100,94.2,158264,166826,0.6
210016,2101040,210113,4,87,99.9,0,35016,94.2,158269,166849,0.6
210017,2101050,210114,4,87,99.9,0,33859,94.2,158290,166916,0.6
210018,2101060,210115,4,87,99.9,0,32630,94.2,158314,166913,0.6
210019,2101070,210116,4,87,99.9,0,31396,94.2,158313,166940,0.6
210020,2101080,210117,4,87,99.9,0,30158,94.2,158298,166963,0.6
210021,2101090,210118,4,87,99.9,0,28915,94.2,158340,167022,0.6
210022,2101100,210119,4,87,99.9,0,27737,94.2,158331,167043,0.6
210023,2101110,210120,4,87,99.9,0,26556,94.2,158374,167067,0.6
210024,2101120,210121,4,87,99.9,0,25441,94.2,158372,167117,0.6
210025,2101130,210122,4,87,99.9,0,24323,94.2,158406,167174,0.6
210026,2101140,210123,4,87,99.9,0,23272,94.2,158450,167166,0.6
210027,2101150,210124,4,87,99.9,0,22219,94.2,158466,167214,0.6
210028,2101160,210125,4,87,99.9,0,21164,94.2,158461,167299,0.6
210029,2101170,210126,4,87,99.9,0,20107,94.2,158481,167270,0.6
210030,2101180,210127,4,87,99.9,0,19188,94.2,158513,167339,0.6
210031,2101190,210128,4,87,99.9,0,18268,94.2,158507,167345,0.6
210032,2101200,210129,4,87,99.9,0,17347,94.2,158519,167349,0.6
210033,2101210,210130,4,87,99.9,0,16425,94.2,158471,167308,0.6
210034,2101220,210131,4,87,99.9,0,15572,94.2,158447,167234,0.6
210035,2101230,210132,4,87,99.9,0,14719,94.2,158396,167097,0.6
210036,2101240,210133,4,87,99.9,0,14006,94.2,158319,166959,0.6
210037,2101250,210134,4,87,99.9,0,13433,94.2,158235,166780,0.6
210038,2101260,210135,4,87,99.9,0,13139,94.2,158146,166633,0.6
210039,2101270,210136,4,87,99.9,0,13126,94.2,158081,166513,0.6
210040,2101280,210137,4,87,99.9,0,13534,94.2,158021,166416,0.6
210041,2101290,210138,4,87,99.9,0,14433,94.2,158009,166328,0.6
210042,2101300,210139,4,87,99.9,0,15894,94.2,157974,166292,0.6
210043,2101310,210140,4,87,99.9,0,17919,94.2,157947,166246,0.6
210044,2101320,210141,4,87,99.9,0,20438,94.2,157939,166181,0.6
210045,2101330,210142,4,87,99.9,0,23456,94.2,157902,166149,0.6
210046,2101340,210143,4,87,99.9,0,26762,94.2,157895,166094,0.6
210047,2101350,210144,4,87,99.9,0,30361,94.2,157887,166086,0.6
210048,2101360,210145,4,87,99.9,0,34114,94.2,157879,166056,0.6
210049,2101370,210146,4,87,99.9,0,37881,94.2,157863,166029,0.6
210050,2101380,210147,4,87,99.9,0,41517,94.2,157862,166008,0.6
210051,2101390,210148,4,87,99.9,0,45017,94.2,157834,165997,0.6
210052,2101400,210149,4,87,99.9,0,48166,94.2,157834,165965,0.6
210053,2101410,210150,4,87,99.9,0,50890,94.2,157833,165967,0.6
210054,2101420,210151,4,87,99.9,0,53329,94.2,157827,165951,0.6
210055,2101430,210152,4,87,99.9,0,55339,94.2,157854,165966,0.6
210056,2101440,210153,4,87,99.9,0,56848,94.2,157862,166003,0.6
210057,2101450,210154,4,87,99.9,0,57928,94.2,157856,166072,0.6
210058,2101460,210155,4,87,99.9,0,58649,94.2,157880,166078,0.6
210059,2101470,210156,4,87,99.9,0,59083,94.2,157917,166145,0.6
210060,2101480,210157,4,87,99.9,0,59088,94.2,157941,166191,0.6
210061,2101490,210158,4,87,99.9,8,58736,94.2,157982,166225,0.6
210062,2101500,210159,4,87,99.9,0,58171,94.2,157988,166215,0.6
210063,2101510,210160,4,87,99.9,0,57248,94.2,157982,166245,0.6
210064,2101520,210161,4,87,99.9,0,56040,94.2,157989,166265,0.6
210065,2101530,210162,4,87,99.9,0,54761,94.2,157968,166279,0.6
210066,2101540,210163,4,87,99.9,0,53268,94.2,157986,166279,0.6
210067,2101550,210164,4,87,99.9,0,51704,94.2,158028,166310,0.6
210068,2101560,210165,4,87,99.9,0,50139,94.2,158019,166336,0.6
210069,2101570,210166,4,87,99.9,0,48574,94.2,158030,166353,0.6
210070,2101580,210167,4,87,99.9,0,47007,94.2,158044,166381,0.6
210071,2101590,210168,4,87,99.9,0,45582,94.2,158057,166429,0.6
210072,2101600,210169,4,87,99.9,0,44228,94.2,158102,166431,0.6
210073,2101610,210170,4,87,99.9,0,43015,94.2,158097,166485,0.6
210074,2101620,210171,4,87,99.9,0,41800,94.2,158110,166539,0.6
210075,2101630,210172,4,87,99.9,0,40655,94.2,158126,166559,0.6
210076,2101640,210173,4,87,99.9,0,39580,94.2,158139,166603,0.6
210077,2101650,210174,4,87,99.9,0,38574,94.2,158148,166610,0.6
210078,2101660,210175,4,87,99.9,0,37638,94.2,158185,166651,0.6
210079,2101670,210176,4,87,99.9,0,36700,94.2,158183,166674,0.6
210080,2101680,210177,4,87,99.9,0,35758,94.2,158209,166746,0.6
210081,2101690,210178,4,87,99.9,0,34813,94.2,158211,166760,0.6
210082,2101700,210179,4,87,99.9,0,33865,94.2,158238,166795,0.6
210083,2101710,210180,4,87,99.9,0,32840,94.2,158249,166818,0.6
210084,2101720,210181,4,87,99.9,0,31738,94.2,158260,166858,0.6
210085,2101730,210182,4,87,99.9,0,30631,94.2,158274,166885,0.6
210086,2101740,210183,4,87,99.9,0,29521,94.2,158271,166922,0.6
210087,2101750,210184,4,87,99.9,0,28406,94.2,158304,166928,0.6
210088,2101760,210185,4,87,99.9,0,27289,94.2,158340,166958,0.6
210089,2101770,210186,4,87,99.9,0,26020,94.2,158317,166987,0.6
210090,2101780,210187,4,87,99.9,0,24822,94.2,158351,167027,0.6
210091,2101790,210188,4,87,99.9,0,23695,94.2,158370,167059,0.6
210092,2101800,210189,4,87,99.9,0,22566,94.2,158375,167101,0.6
210093,2101810,210190,4,87,99.9,0,21435,94.2,158407,167151,0.6
210094,2101820,210191,4,87,99.9,0,20377,94.2,158438,167155,0.6
210095,2101830,210192,4,87,99.9,0,19391,94.2,158441,167185,0.6
210096,2101840,210193,4,87,99.9,0,18405,94.2,158469,167234,0.6
210097,2101850,210194,4,87,99.9,0,17343,94.2,158461,167271,0.6
210098,2101860,210195,4,87,99.9,0,16280,94.2,158468,167288,0.6
210099,2101870,210196,4,87,99.9,0,15216,94.2,158486,167319,0.6
210100,2101880,210197,4,87,99.9,0,14227,94.2,158522,167376,0.6
210101,2101890,210198,4,87,99.9,0,13313,94.2,158547,167411,0.6
210102,2101900,210199,4,87,99.9,0,12398,94.2,158506,167391,0.6
210103,2101910,210200,4,87,99.9,0,11484,94.2,158533,167407,0.6
210104,2101920,210201,4,87,99.9,0,10570,94.2,158503,167344,0.6
210105,2101930,210202,4,87,99.9,0,9732,94.2,158450,167215,0.6
210106,2101940,210203,4,87,99.9,0,8895,94.2,158349,167064,0.6
210107,2101950,210204,4,87,99.9,0,8284,94.2,158309,166905,0.6
210108,2101960,210205,4,87,99.9,0,7974,94.2,158215,166719,0.6
210109,2101970,210206,4,87,99.9,0,7891,94.2,158140,166638,0.6
210110,2101980,210207,4,87,99.9,0,8185,94.2,158106,166513,0.6
210111,2101990,210208,4,87,99.9,0,9081,94.2,158052,166403,0.6
210112,2102000,210209,4,87,99.9,0,10503,94.2,158028,166362,0.6
210113,2102010,210210,4,87,99.9,0,12454,94.2,157995,166319,0.6
210114,2102020,210211,4,87,99.9,0,15008,94.2,157997,166271,0.6
210115,2102030,210212,4,87,99.9,0,18092,94.2,157973,166238,0.6
210116,2102040,210213,4,87,99.9,0,21559,94.2,157967,166179,0.6
210117,2102050,210214,4,87,99.9,0,25335,94.2,157964,166188,0.6
210118,2102060,210215,4,87,99.9,0,29348,94.2,157957,166161,0.6
210119,2102070,210216,4,87,99.9,0,33300,94.2,157934,166158,0.6
210120,2102080,210217,4,87,99.9,0,37189,94.2,157936,166130,0.6
210121,2102090,210218,4,87,99.9,0,40938,94.2,157928,166114,0.6
210122,2102100,210219,4,87,99.9,0,44465,94.2,157909,166089,0.6
210123,2102110,210220,4,87,99.9,0,47538,94.2,157913,166091,0.6
210124,2102120,210221,4,87,99.9,0,50231,94.2,157921,166091,0.6
210125,2102130,210222,4,87,99.9,0,52390,94.2,157923,166125,0.6
210126,2102140,210223,4,87,99.9,0,54088,94.2,157929,166141,0.6
210127,2102150,210224,4,87,99.9,0,55325,94.2,157973,166180,0.6
210128,2102160,210225,4,87,99.9,0,56102,94.2,157966,166233,0.6
210129,2102170,210226,4,87,99.9,0,56495,94.2,157987,166292,0.6
210130,2102180,210227,4,87,99.9,0,56503,94.2,158008,166322,0.6
210131,2102190,210228,4,87,99.9,8,56128,94.2,158024,166330,0.6
210132,2102200,210229,4,87,99.9,0,55523,94.2,158043,166356,0.6
210133,2102210,210230,4,87,99.9,0,54534,94.2,158078,166371,0.6
210134,2102220,210231,4,87,99.9,0,53392,94.2,158064,166368,0.6
210135,2102230,210232,4,87,99.9,0,52019,94.2,158077,166390,0.6
210136,2102240,210233,4,87,99.9,0,50492,94.2,158082,166435,0.6
210137,2102250,210234,4,87,99.9,0,48888,94.2,158086,166431,0.6
210138,2102260,210235,4,87,99.9,0,47282,94.2,158085,166465,0.6
210139,2102270,210236,4,87,99.9,0,45675,94.2,158104,166481,0.6
210140,2102280,210237,4,87,99.9,0,44142,94.2,158110,166511,0.6
210141,2102290,210238,4,87,99.9,0,42685,94.2,158130,166545,0.6
210142,2102300,210239,4,87,99.9,0,41302,94.2,158154,166569,0.6
210143,2102310,210240,4,87,99.9,0,39993,94.2,158175,166597,0.6
210144,2102320,210241,4,87,99.9,0,38837,94.2,158185,166643,0.6
210145,2102330,210242,4,87,99.9,0,37678,94.2,158183,166681,0.6
210146,2102340,210243,4,87,99.9,0,36671,94.2,158204,166725,0.6
210147,2102350,210244,4,87,99.9,0,35661,94.2,158217,166731,0.6
210148,2102360,210245,4,87,99.9,0,34726,94.2,158258,166785,0.6
210149,2102370,210246,4,87,99.9,0,33709,94.2,158257,166809,0.6
210150,2102380,210247,4,87,99.9,0,32767,94.2,158270,166832,0.6
210151,2102390,210248,4,87,99.9,0,31821,94.2,158302,166900,0.7
210152,2102400,210249,4,87,99.9,0,30872,94.2,158314,166892,0.7
210153,2102410,210250,4,87,99.9,0,29761,94.2,158321,166918,0.7
210154,2102420,210251,4,87,99.9,0,28646,94.2,158347,166987,0.7
210155,2102430,210252,4,87,99.9,0,27528,94.2,158346,166991,0.7
210156,2102440,210253,4,87,99.9,0,26327,94.2,158350,167007,0.7
210157,2102450,210254,4,87,99.9,0,25044,94.2,158377,167028,0.7
210158,2102460,210255,4,87,99.9,0,23757,94.2,158400,167075,0.7
210159,2102470,210256,4,87,99.9,0,22467,94.2,158407,167127,0.7
210160,2102480,210257,4,87,99.9,0,21255,94.2,158441,167156,0.7
210161,2102490,210258,4,87,99.9,0,20201,94.2,158429,167194,0.7
210162,2102500,210259,4,87,99.9,0,19066,94.2,158462,167205,0.7
210163,2102510,210260,4,87,99.9,0,17929,94.2,158455,167252,0.7
210164,2102520,210261,4,87,99.9,0,16791,94.2,158467,167263,0.7
210165,2102530,210262,4,87,99.9,0,15732,94.2,158492,167320,0.7
210166,2102540,210263,4,87,99.9,0,14753,94.2,158532,167348,0.7
210167,2102550,210264,4,87,99.9,0,13774,94.2,158516,167382,0.7
210168,2102560,210265,4,87,99.9,0,12795,94.2,158545,167388,0.7
210169,2102570,210266,4,87,99.9,0,11816,94.2,158551,167396,0.7
210170,2102580,210267,4,87,99.9,0,10917,94.2,158565,167478,0.7
210171,2102590,210268,4,87,99.9,0,9939,94.2,158563,167487,0.7
210172,2102600,210269,4,87,99.9,0,9042,94.2,158577,167493,0.7
210173,2102610,210270,4,87,99.9,0,8146,94.2,158567,167436,0.7
210174,2102620,210271,4,87,99.9,0,7331,94.2,158521,167360,0.7
210175,2102630,210272,4,87,99.9,0,6517,94.2,158453,167221,0.7
210176,2102640,210273,4,87,99.9,0,5786,94.2,158385,167046,0.7
210177,2102650,210274,4,87,99.9,0,5297,94.2,158304,166892,0.7
210178,2102660,210275,4,87,99.9,0,5132,94.2,158233,166745,0.7
210179,2102670,210276,4,87,99.9,0,5370,94.2,158166,166620,0.7
210180,2102680,210277,4,87,99.9,0,6093,94.2,158108,166525,0.7
210181,2102690,210278,4,87,99.9,0,7379,94.2,158090,166444,0.7
210182,2102700,210279,4,87,99.9,0,9311,94.2,158065,166406,0.7
210183,2102710,210280,4,87,99.9,0,11807,94.2,158026,166358,0.7
210184,2102720,210281,4,87,99.9,0,14950,94.2,158017,166309,0.7
210185,2102730,210282,4,87,99.9,0,18580,94.2,158005,166257,0.7
210186,2102740,210283,4,87,99.9,0,22540,94.2,157970,166270,0.7
210187,2102750,210284,4,87,99.9,0,26751,94.2,157973,166229,0.7
210188,2102760,210285,4,87,99.9,0,31138,94.2,157970,166216,0.7
210189,2102770,210286,4,87,99.9,0,35459,94.2,157939,166178,0.7
210190,2102780,210287,4,87,99.9,0,39631,94.2,157951,166148,0.7
210191,2102790,210288,4,87,99.9,0,43568,94.2,157945,166120,0.7
210192,2102800,210289,4,87,99.9,0,47184,94.2,157943,166135,0.7
210193,2102810,210290,4,87,99.9,0,50311,94.2,157936,166122,0.7
210194,2102820,210291,4,87,99.9,0,53030,94.2,157921,166125,0.7
210195,2102830,210292,4,87,99.9,0,55092,94.2,157959,166139,0.7
210196,2102840,210293,4,87,99.9,0,56743,94.2,157955,166181,0.7
210197,2102850,210294,4,87,99.9,0,57982,94.2,157982,166215,0.7
210198,2102860,210295,4,87,99.9,0,58646,94.2,157998,166290,0.7
210199,2102870,210296,4,87,99.9,0,58980,94.2,158029,166319,0.7
210200,2102880,210297,4,87,99.9,0,58904,94.2,158059,166365,0.7
210201,2102890,210298,4,87,99.9,8,58499,94.2,158057,166362,0.7
210202,2102900,210299,4,87,99.9,0,57684,94.2,158111,166427,0.7
210203,2102910,210300,4,87,99.9,0,56624,94.2,158083,166423,0.7
210204,2102920,210301,4,87,99.9,0,55400,94.2,158071,166428,0.7
210205,2102930,210302,4,87,99.9,0,53930,94.2,158094,166439,0.7
210206,2102940,210303,4,87,99.9,0,52296,94.2,158098,166449,0.7
210207,2102950,210304,4,87,99.9,0,50579,94.2,158113,166490,0.7
210208,2102960,210305,4,87,99.9,0,48779,94.2,158118,166513,0.7
210209,2102970,210306,4,87,99.9,0,47142,94.2,158136,166516,0.7
210210,2102980,210307,4,87,99.9,0,45504,94.2,158127,166567,0.7
210211,2102990,210308,4,87,99.9,0,43863,94.2,158160,166582,0.7
210212,2103000,210309,4,87,99.9,0,42468,94.2,158173,166630,0.7
210213,2103010,210310,4,87,99.9,0,41070,94.2,158200,166651,0.7
210214,2103020,210311,4,87,99.9,0,39918,94.2,158191,166674,0.7
210215,2103030,210312,4,87,99.9,0,38764,94.2,158217,166714,0.7
210216,2103040,210313,4,87,99.9,0,37689,94.2,158250,166764,0.7
210217,2103050,210314,4,87,99.9,0,36611,94.2,158265,166800,0.7
210218,2103060,210315,4,87,99.9,0,35613,94.2,158274,166824,0.7
210219,2103070,210316,4,87,99.9,0,34612,94.2,158248,166837,0.7
210220,2103080,210317,4,87,99.9,0,33607,94.2,158289,166891,0.7
210221,2103090,210318,4,87,99.9,0,32514,94.2,158350,166932,0.7
210222,2103100,210319,4,87,99.9,0,31417,94.2,158357,166958,0.7
210223,2103110,210320,4,87,99.9,0,30232,94.2,158382,166987,0.7
210224,2103120,210321,4,87,99.9,0,28957,94.2,158370,166989,0.7
210225,2103130,210322,4,87,99.9,0,27594,94.2,158391,167069,0.7
210226,2103140,210323,4,87,99.9,0,26312,94.2,158370,167054,0.7
210227,2103150,210324,4,87,99.9,0,25027,94.2,158413,167094,0.7
210228,2103160,210325,4,87,99.9,0,23653,94.2,158425,167094,0.7
210229,2103170,210326,4,87,99.9,0,22276,94.2,158440,167135,0.7
210230,2103180,210327,4,87,99.9,0,20982,94.2,158448,167189,0.7
210231,2103190,210328,4,87,99.9,0,19686,94.2,158453,167207,0.7
210232,2103200,210329,4,87,99.9,0,18560,94.2,158506,167286,0.7
210233,2103210,210330,4,87,99.9,0,17432,94.2,158499,167318,0.7
210234,2103220,210331,4,87,99.9,0,16132,94.2,158504,167350,0.7
210235,2103230,210332,4,87,99.9,0,15003,94.2,158552,167362,0.7
210236,2103240,210333,4,87,99.9,0,13873,94.2,158563,167378,0.7
210237,2103250,210334,4,87,99.9,0,12829,94.2,158561,167442,0.7
210238,2103260,210335,4,87,99.9,0,11785,94.2,158567,167466,0.7
210239,2103270,210336,4,87,99.9,0,10656,94.2,158586,167470,0.7
210240,2103280,210337,4,87,99.9,0,9527,94.2,158526,167516,0.7
210241,2103290,210338,4,87,99.9,0,8571,94.2,158618,167498,0.7
210242,2103300,210339,4,87,99.9,0,7616,94.2,158568,167424,0.7
210243,2103310,210340,4,87,99.9,0,6662,94.2,158525,167325,0.7
210244,2103320,210341,4,87,99.9,0,5710,94.2,158409,167157,0.7
210245,2103330,210342,4,87,99.9,0,4931,94.2,158376,167040,0.7
210246,2103340,210343,4,87,99.9,0,4497,94.2,158301,166852,0.7
210247,2103350,210344,4,87,99.9,0,4495,94.2,158238,166717,0.7
210248,2103360,210345,4,87,99.9,0,4923,94.2,158140,166597,0.7
210249,2103370,210346,4,87,99.9,0,5868,94.2,158100,166499,0.7
210250,2103380,210347,4,87,99.9,0,7413,94.2,157980,166442,0.7
210251,2103390,210348,4,87,99.8,0,9733,94.2,158031,166361,0.7
210252,2103400,210349,4,87,99.8,0,12655,94.2,158024,166335,0.7
210253,2103410,210350,4,87,99.8,0,16181,94.2,157999,166272,0.7
210254,2103420,210351,4,87,99.8,0,20141,94.2,157985,166257,0.7
210255,2103430,210352,4,87,99.8,0,24454,94.2,157958,166235,0.7
210256,2103440,210353,4,87,99.8,0,29124,94.2,157956,166192,0.7
210257,2103450,210354,4,87,99.8,0,33810,94.2,157956,166175,0.7
210258,2103460,210355,4,87,99.8,0,38425,94.2,157957,166144,0.7
210259,2103470,210356,4,87,99.8,0,42966,94.2,157933,166127,0.7
210260,2103480,210357,4,87,99.8,0,47165,94.2,157787,166120,0.7
210261,2103490,210358,4,87,99.8,0,50933,94.2,157913,166080,0.7
210262,2103500,210359,4,87,99.8,0,54264,94.2,157921,166093,0.7
210263,2103510,210360,4,87,99.8,0,57157,94.2,157913,166069,0.7
210264,2103520,210361,4,87,99.8,0,59436,94.2,157928,166113,0.7
210265,2103530,210362,4,87,99.8,0,61188,94.2,157931,166153,0.7
210266,2103540,210363,4,87,99.8,0,62258,94.2,157972,166196,0.7
210267,2103550,210364,4,87,99.8,0,62258,94.2,157996,166220,0.7
210268,2103560,210365,4,87,99.8,0,62258,94.2,158016,166289,0.7
210269,2103570,210366,4,87,99.8,0,62174,94.2,158029,166320,0.7
210270,2103580,210367,4,87,99.8,8,61755,94.2,158064,166336,0.7
210271,2103590,210368,4,87,99.8,0,60917,94.2,158102,166394,0.7
210272,2103600,210369,4,87,99.8,0,59829,94.2,158088,166405,0.7
210273,2103610,210370,4,87,99.8,0,58407,94.2,158092,166426,0.7
210274,2103620,210371,4,87,99.8,0,56818,94.2,158080,166439,0.7
210275,2103630,210372,4,87,99.8,0,54979,94.2,158111,166444,0.7
210276,2103640,210373,4,87,99.8,0,53224,94.2,158103,166481,0.7
210277,2103650,210374,4,87,99.8,0,51301,94.2,158099,166486,0.7
210278,2103660,210375,4,87,99.8,0,49462,94.2,158112,166512,0.7
210279,2103670,210376,4,87,99.8,0,47705,94.2,158153,166532,0.7
210280,2103680,210377,4,87,99.8,0,46032,94.2,158158,166578,0.7
210281,2103690,210378,4,87,99.8,0,44356,94.2,158168,166616,0.7
210282,2103700,210379,4,87,99.8,0,42846,94.2,158186,166636,0.7
210283,2103710,210380,4,87,99.8,0,41418,94.2,158198,166683,0.7
210284,2103720,210381,4,87,99.8,0,40157,94.2,158220,166739,0.7
210285,2103730,210382,4,87,99.8,0,38977,94.2,158243,166749,0.7
210286,2103740,210383,4,87,99.8,0,37795,94.2,158263,166774,0.7
210287,2103750,210384,4,87,99.8,0,36608,94.2,158262,166800,0.7
210288,2103760,210385,4,87,99.8,0,35418,94.2,158284,166828,0.7
210289,2103770,210386,4,87,99.8,0,34223,94.2,158294,166860,0.7
210290,2103780,210387,4,87,99.8,0,33196,94.2,158346,166900,0.7
210291,2103790,210388,4,87,99.8,0,32079,94.2,158338,166937,0.7
210292,2103800,210389,4,87,99.8,0,30871,94.2,158339,166950,0.7
210293,2103810,210390,4,87,99.8,0,29659,94.2,158342,166999,0.7
210294,2103820,210391,4,87,99.8,0,28444,94.2,158386,167018,0.7
210295,2103830,210392,4,87,99.8,0,27137,94.2,158403,167071,0.7
210296,2103840,210393,4,87,99.8,0,25828,94.2,158416,167072,0.7
210297,2103850,210394,4,87,99.8,0,24514,94.2,158437,167081,0.7
210298,2103860,210395,4,87,99.8,0,23285,94.2,158447,167144,0.7
210299,2103870,210396,4,87,99.8,0,21967,94.2,158460,167172,0.7
210300,2103880,210397,4,87,99.8,0,20733,94.2,158467,167207,0.7
210301,2103890,210398,4,87,99.8,0,19497,94.2,158503,167227,0.7
210302,2103900,210399,4,87,99.8,0,18260,94.2,158522,167287,0.7
210303,2103910,210400,4,87,99.8,0,17022,94.2,158507,167276,0.7
210304,2103920,210401,4,87,99.8,0,15783,94.2,158540,167318,0.7
210305,2103930,210402,4,87,99.8,0,14631,94.2,158543,167351,0.7
210306,2103940,210403,4,87,99.8,0,13566,94.2,158568,167395,0.7
210307,2103950,210404,4,87,99.8,0,12413,94.2,158587,167444,0.7
210308,2103960,210405,4,87,99.8,0,11348,94.2,158612,167452,0.7
210309,2103970,210406,4,87,99.8,0,10371,94.2,158609,167500,0.7
210310,2103980,210407,4,87,99.8,0,9395,94.2,158607,167481,0.7
210311,2103990,210408,4,87,99.8,0,8420,94.2,158614,167470,0.7
210312,2104000,210409,4,87,99.8,0,7446,94.2,158585,167421,0.7
210313,2104010,210410,4,87,99.8,0,6473,94.2,158495,167238,0.7
210314,2104020,210411,4,87,99.8,0,5676,94.2,158408,167097,0.7
210315,2104030,210412,4,87,99.8,0,5057,94.2,158342,166923,0.7
210316,2104040,210413,4,87,99.8,0,4702,94.2,158270,166787,0.7
210317,2104050,210414,4,87,99.8,0,4787,94.2,158214,166647,0.7
210318,2104060,210415,4,87,99.8,0,5399,94.2,158153,166509,0.7
210319,2104070,210416,4,87,99.8,0,6626,94.2,158095,166453,0.7
210320,2104080,210417,4,87,99.8,0,8554,94.2,158066,166378,0.7
210321,2104090,210418,4,87,99.8,0,11185,94.2,158053,166300,0.7
210322,2104100,210419,4,87,99.8,0,14432,94.2,158008,166240,0.7
210323,2104110,210420,4,87,99.8,0,18385,94.2,157957,166206,0.7
210324,2104120,210421,4,87,99.8,0,22696,94.2,157959,166160,0.7
210325,2104130,210422,4,87,99.8,0,27458,94.2,157945,166126,0.7
210326,2104140,210423,4,87,99.8,0,32412,94.2,157937,166097,0.7
210327,2104150,210424,4,87,99.8,0,37473,94.2,157940,166072,0.7
210328,2104160,210425,4,87,99.8,0,42371,94.2,157907,166048,0.7
210329,2104170,210426,4,87,99.8,0,47011,94.2,157900,166005,0.7
210330,2104180,210427,4,87,99.8,0,51478,94.2,157912,166024,0.7
210331,2104190,210428,4,87,99.8,0,55321,94.2,157895,165980,0.7
210332,2104200,210429,4,87,99.8,0,58717,94.2,157905,165956,0.7
210333,2104210,210430,4,87,99.8,0,61573,94.2,157891,165973,0.7
210334,2104220,210431,4,87,99.8,0,62258,94.2,157893,165989,0.7
210335,2104230,210432,4,87,99.8,0,62258,94.2,157919,166029,0.7
210336,2104240,210433,4,87,99.8,0,62258,94.2,157937,166051,0.7
210337,2104250,210434,4,87,99.8,0,62258,94.2,157953,166097,0.7
210338,2104260,210435,4,87,99.8,0,62258,94.2,157976,166119,0.7
210339,2104270,210436,4,87,99.8,0,62258,94.2,158003,166170,0.7
210340,2104280,210437,4,87,99.8,8,61960,94.2,158013,166113,0.7
210341,2104290,210438,4,87,99.8,0,61366,94.2,158001,166206,0.7
210342,2104300,210439,4,87,99.8,0,60401,94.2,158033,166217,0.7
210343,2104310,210440,4,87,99.8,0,59289,94.2,158036,166243,0.7
210344,2104320,210441,4,87,99.8,0,58029,94.2,158037,166254,0.7
210345,2104330,210442,4,87,99.8,0,56622,94.2,158022,166273,0.7
210346,2104340,210443,4,87,99.8,0,55141,94.2,158047,166289,0.7
210347,2104350,210444,4,87,99.8,0,53661,94.2,158059,166289,0.7
210348,2104360,210445,4,87,99.8,0,52107,94.2,158056,166319,0.7
210349,2104370,210446,4,87,99.8,0,50627,94.2,158073,166367,0.7
210350,2104380,210447,4,87,99.8,0,49221,94.2,158069,166281,0.7
210351,2104390,210448,4,87,99.8,0,47889,94.2,158085,166397,0.7
210352,2104400,210449,4,87,99.8,0,46630,94.2,158109,166443,0.7
210353,2104410,210450,4,87,99.8,0,45445,94.2,158120,166454,0.7
210354,2104420,210451,4,87,99.8,0,44334,94.2,158138,166487,0.7
210355,2104430,210452,4,87,99.8,0,43370,94.2,158144,166518,0.7
210356,2104440,210453,4,87,99.8,0,42481,94.2,158182,166557,0.7
210357,2104450,210454,4,87,99.8,0,41589,94.2,158176,166566,0.7
210358,2104460,210455,4,87,99.8,0,40696,94.2,158197,166597,0.7
210359,2104470,210456,4,87,99.8,0,39800,94.2,158211,166659,0.7
210360,2104480,210457,4,87,99.8,0,38826,94.2,158229,166684,0.7
210361,2104490,210458,4,87,99.8,0,37926,94.2,158282,166716,0.7
210362,2104500,210459,4,87,99.8,0,36870,94.2,158282,166737,0.7
210363,2104510,210460,4,87,99.8,0,35888,94.2,158263,166772,0.7
210364,2104520,210461,4,87,99.8,0,34826,94.2,158306,166811,0.7
210365,2104530,210462,4,87,99.8,0,33684,94.2,158294,166813,0.7
210366,2104540,210463,4,87,99.8,0,32384,94.2,158312,166880,0.7
210367,2104550,210464,4,87,99.8,0,31156,94.2,158327,166865,0.7
210368,2104560,210465,4,87,99.8,0,30001,94.2,158338,166900,0.7
210369,2104570,210466,4,87,99.8,0,28841,94.2,158381,166953,0.7
210370,2104580,210467,4,87,99.8,0,27678,94.2,158357,166965,0.7
210371,2104590,210468,4,87,99.8,0,26434,94.2,158403,167017,0.7
210372,2104600,210469,4,87,99.8,0,25265,94.2,158427,167038,0.7
210373,2104610,210470,4,87,99.8,0,24092,94.2,158412,167066,0.7
210374,2104620,210471,4,87,99.8,0,22995,94.2,158407,167094,0.7
210375,2104630,210472,4,87,99.8,0,21895,94.2,158471,167141,0.7
